temp,humidity,dew,precip,pressure,windgust,windspeed,cloudcover,timestamp
36.8,38.07,20.2,0.0,1002.0,27.0,10.1,80.7,2020-06-06 18:00:00
35.8,38.28,19.4,0.0,1003.0,20.9,6.8,98.7,2020-06-06 19:00:00
32.9,52.48,21.9,0.0,1005.0,14.4,8.3,98.9,2020-06-06 20:00:00
31.3,58.16,22.1,0.0,1006.0,13.0,7.9,99.9,2020-06-06 21:00:00
31.1,58.83,22.1,0.0,1006.0,13.0,6.8,100.0,2020-06-06 22:00:00
29.7,62.58,21.8,0.0,1007.0,13.3,6.8,100.0,2020-06-06 23:00:00
29.8,61.85,21.7,0.0,1007.0,14.0,6.8,100.0,2020-06-07 00:00:00
30.7,56.27,21.0,0.0,1006.0,17.3,7.6,100.0,2020-06-07 01:00:00
30.0,57.15,20.6,0.0,1006.0,25.9,12.2,100.0,2020-06-07 02:00:00
29.5,60.65,21.1,0.0,1005.0,32.4,15.1,100.0,2020-06-07 03:00:00
28.8,62.77,21.0,0.0,1005.0,34.2,13.3,47.5,2020-06-07 04:00:00
28.5,66.27,21.6,0.0,1005.0,35.6,14.4,87.3,2020-06-07 05:00:00
29.3,66.03,22.3,0.0,1006.0,36.7,15.1,11.6,2020-06-07 06:00:00
29.0,68.42,22.6,0.0,1007.0,38.2,16.2,82.2,2020-06-07 07:00:00
31.1,59.19,22.2,0.0,1005.3,42.8,3.6,98.6,2020-06-07 08:00:00
30.0,64.98,22.7,0.0,1008.0,46.1,20.5,100.0,2020-06-07 09:00:00
30.1,65.0,22.8,0.0,1008.0,46.4,19.4,100.0,2020-06-07 10:00:00
32.2,57.32,22.7,0.0,1007.0,46.1,19.4,99.8,2020-06-07 11:00:00
34.0,48.44,21.6,0.0,1006.0,45.0,19.4,100.0,2020-06-07 12:00:00
34.2,48.5,21.8,0.0,1006.0,45.7,18.0,100.0,2020-06-07 13:00:00
35.9,41.77,20.9,0.0,1005.0,43.2,16.9,100.0,2020-06-07 14:00:00
36.4,39.16,20.3,0.0,1004.0,40.7,15.8,100.0,2020-06-07 15:00:00
35.4,44.82,21.6,0.0,1003.0,38.5,16.6,100.0,2020-06-07 16:00:00
38.6,34.31,20.1,0.1,999.3,36.4,1.8,30.0,2020-06-07 17:00:00
36.0,40.53,20.5,0.0,1002.0,32.8,12.2,100.0,2020-06-07 18:00:00
35.7,41.2,20.5,0.0,1003.0,25.2,8.3,99.3,2020-06-07 19:00:00
33.3,48.26,20.9,0.0,1004.0,19.1,7.2,85.3,2020-06-07 20:00:00
32.4,51.08,21.0,0.0,1005.0,18.4,8.3,84.9,2020-06-07 21:00:00
32.6,50.2,20.9,0.0,1005.0,21.2,7.2,97.1,2020-06-07 22:00:00
31.2,57.43,21.8,0.0,1006.0,26.3,7.6,97.2,2020-06-07 23:00:00
31.0,58.09,21.8,0.0,1006.0,28.4,10.8,99.8,2020-06-08 00:00:00
31.0,58.8,22.0,0.0,1006.0,28.8,13.0,97.1,2020-06-08 01:00:00
30.5,60.88,22.1,0.0,1005.0,31.0,13.7,99.2,2020-06-08 02:00:00
30.4,60.85,22.0,0.0,1005.0,32.0,14.8,100.0,2020-06-08 03:00:00
29.3,60.61,20.9,0.0,1005.0,33.8,16.2,98.1,2020-06-08 04:00:00
29.1,62.84,21.3,0.0,1005.0,35.6,18.4,97.4,2020-06-08 05:00:00
29.3,64.44,21.9,0.0,1006.0,37.8,19.8,93.6,2020-06-08 06:00:00
29.2,66.41,22.3,0.0,1007.0,40.0,19.1,94.2,2020-06-08 07:00:00
29.4,66.05,22.4,0.0,1004.6,43.6,0.0,94.6,2020-06-08 08:00:00
29.2,66.41,22.3,0.0,1008.0,47.2,22.3,95.5,2020-06-08 09:00:00
29.5,64.87,22.2,0.0,1008.0,47.9,20.9,98.2,2020-06-08 10:00:00
31.6,55.46,21.6,0.0,1008.0,47.5,19.8,99.2,2020-06-08 11:00:00
33.4,47.7,20.8,0.0,1007.0,46.1,18.4,100.0,2020-06-08 12:00:00
34.0,46.69,21.0,0.0,1006.0,44.6,17.3,99.9,2020-06-08 13:00:00
35.8,39.48,19.9,0.0,1005.0,40.3,16.9,99.8,2020-06-08 14:00:00
36.3,37.94,19.7,0.0,1004.0,40.0,16.2,100.0,2020-06-08 15:00:00
35.9,41.0,20.6,0.0,1003.0,37.8,15.1,100.0,2020-06-08 16:00:00
37.2,38.42,20.7,0.0,998.6,33.1,5.4,50.0,2020-06-08 17:00:00
36.0,39.29,20.0,0.0,1003.0,29.5,11.9,99.2,2020-06-08 18:00:00
36.0,36.92,19.0,0.0,1003.0,23.4,9.0,99.8,2020-06-08 19:00:00
34.0,42.3,19.4,0.0,1004.0,19.4,7.2,97.1,2020-06-08 20:00:00
32.9,45.83,19.7,0.0,1005.0,20.2,7.2,97.7,2020-06-08 21:00:00
32.9,45.55,19.6,0.0,1005.0,22.0,7.2,99.6,2020-06-08 22:00:00
31.5,50.85,20.1,0.0,1006.0,22.3,7.6,97.8,2020-06-08 23:00:00
31.4,51.78,20.3,0.0,1006.0,22.0,7.2,100.0,2020-06-09 00:00:00
31.5,51.49,20.3,0.0,1005.0,21.6,8.6,100.0,2020-06-09 01:00:00
30.7,54.9,20.6,0.0,1005.0,27.4,11.5,100.0,2020-06-09 02:00:00
30.4,55.85,20.6,0.0,1005.0,33.1,15.5,100.0,2020-06-09 03:00:00
29.9,56.07,20.2,0.0,1004.0,37.4,16.2,99.8,2020-06-09 04:00:00
29.4,59.15,20.6,0.0,1004.0,40.3,18.0,100.0,2020-06-09 05:00:00
29.7,60.7,21.3,0.0,1005.0,41.0,18.7,95.2,2020-06-09 06:00:00
29.4,62.9,21.6,0.0,1005.0,41.4,18.0,93.9,2020-06-09 07:00:00
31.1,57.06,21.6,0.0,1003.0,45.4,3.6,30.0,2020-06-09 08:00:00
29.7,65.31,22.5,0.0,1007.0,48.6,21.6,94.2,2020-06-09 09:00:00
29.8,64.94,22.5,0.0,1007.0,49.0,21.2,86.8,2020-06-09 10:00:00
32.0,57.27,22.5,0.0,1007.0,47.9,20.5,77.8,2020-06-09 11:00:00
34.0,48.44,21.6,0.0,1006.0,45.7,19.4,90.8,2020-06-09 12:00:00
34.1,47.88,21.5,0.0,1005.0,44.3,18.0,99.7,2020-06-09 13:00:00
36.3,40.36,20.7,0.0,1004.0,41.8,16.2,99.8,2020-06-09 14:00:00
36.7,39.97,20.9,0.0,1003.0,38.5,15.1,87.4,2020-06-09 15:00:00
36.9,40.27,21.2,0.0,1002.0,35.6,14.4,45.9,2020-06-09 16:00:00
37.6,39.24,21.4,0.0,997.5,34.2,5.4,50.0,2020-06-09 17:00:00
36.3,36.78,19.2,0.0,1001.0,34.2,12.6,99.8,2020-06-09 18:00:00
36.5,35.48,18.8,0.0,1002.0,32.0,6.8,100.0,2020-06-09 19:00:00
34.1,47.88,21.5,0.0,1003.0,16.2,7.6,100.0,2020-06-09 20:00:00
31.9,51.91,20.8,0.0,1005.0,14.8,6.8,100.0,2020-06-09 21:00:00
32.7,48.11,20.3,0.0,1005.0,20.5,7.9,99.3,2020-06-09 22:00:00
30.5,58.33,21.4,0.0,1005.0,28.4,9.7,100.0,2020-06-09 23:00:00
29.8,61.09,21.5,0.0,1005.0,35.3,12.2,100.0,2020-06-10 00:00:00
29.3,65.23,22.1,0.0,1005.0,28.4,12.2,100.0,2020-06-10 01:00:00
28.3,69.54,22.2,0.0,1004.0,24.5,11.5,98.5,2020-06-10 02:00:00
27.8,70.73,22.0,0.3,1004.0,18.0,10.4,99.0,2020-06-10 03:00:00
28.5,63.87,21.0,0.0,1004.0,16.9,5.0,100.0,2020-06-10 04:00:00
28.8,63.16,21.1,0.0,1004.0,21.6,7.2,100.0,2020-06-10 05:00:00
29.1,64.79,21.8,0.0,1004.0,22.3,11.5,100.0,2020-06-10 06:00:00
28.9,67.16,22.2,0.1,1005.0,24.8,13.7,100.0,2020-06-10 07:00:00
30.1,58.59,21.1,0.1,1001.5,27.7,3.6,100.0,2020-06-10 08:00:00
28.2,73.88,23.1,0.1,1006.0,33.1,16.9,100.0,2020-06-10 09:00:00
28.0,74.29,23.0,0.1,1006.0,38.5,19.1,100.0,2020-06-10 10:00:00
29.8,62.22,21.8,0.1,1006.0,41.8,18.4,100.0,2020-06-10 11:00:00
31.7,59.32,22.8,0.2,1005.0,41.8,16.6,100.0,2020-06-10 12:00:00
32.0,59.03,23.0,0.0,1005.0,34.9,13.7,100.0,2020-06-10 13:00:00
32.9,55.1,22.7,0.2,1004.0,29.9,9.7,100.0,2020-06-10 14:00:00
32.2,59.44,23.3,0.3,1004.0,25.2,7.9,100.0,2020-06-10 15:00:00
29.4,75.42,24.6,0.2,1002.0,23.0,7.9,100.0,2020-06-10 16:00:00
34.6,48.6,22.2,0.1,996.8,19.8,5.4,30.0,2020-06-10 17:00:00
30.1,68.63,23.7,0.0,1001.0,17.3,7.2,100.0,2020-06-10 18:00:00
29.9,66.15,22.9,0.0,1002.0,11.9,5.8,100.0,2020-06-10 19:00:00
28.1,75.67,23.4,0.2,1003.0,16.2,7.6,100.0,2020-06-10 20:00:00
26.1,88.23,24.0,1.9,1004.0,20.5,11.2,100.0,2020-06-10 21:00:00
26.4,90.39,24.7,3.0,1004.0,29.5,13.7,100.0,2020-06-10 22:00:00
26.1,89.83,24.3,2.6,1005.0,37.1,14.4,100.0,2020-06-10 23:00:00
26.3,88.25,24.2,1.2,1005.0,41.4,14.4,100.0,2020-06-11 00:00:00
26.4,88.26,24.3,2.2,1005.0,34.6,15.1,100.0,2020-06-11 01:00:00
25.2,89.77,23.4,2.8,1003.0,39.2,18.4,100.0,2020-06-11 02:00:00
25.4,89.24,23.5,2.5,1003.0,42.8,19.8,100.0,2020-06-11 03:00:00
24.2,93.02,23.0,2.4,1003.0,43.2,13.0,100.0,2020-06-11 04:00:00
24.5,93.04,23.3,1.9,1003.0,43.6,13.3,100.0,2020-06-11 05:00:00
25.2,91.96,23.8,1.3,1004.0,46.8,13.0,100.0,2020-06-11 06:00:00
25.2,91.96,23.8,1.3,1004.0,48.2,14.8,100.0,2020-06-11 07:00:00
25.4,95.34,24.6,1.2,1001.0,49.3,5.4,100.0,2020-06-11 08:00:00
25.0,93.06,23.8,1.0,1004.0,49.3,17.6,100.0,2020-06-11 09:00:00
24.6,94.74,23.7,0.6,1004.0,49.0,18.0,100.0,2020-06-11 10:00:00
25.8,90.35,24.1,0.5,1004.0,47.5,18.0,100.0,2020-06-11 11:00:00
26.3,88.25,24.2,0.6,1004.0,47.5,17.3,100.0,2020-06-11 12:00:00
26.1,89.83,24.3,0.2,1004.0,45.4,20.2,100.0,2020-06-11 13:00:00
26.9,85.69,24.3,0.2,1003.0,46.8,22.0,100.0,2020-06-11 14:00:00
26.9,88.3,24.8,0.2,1002.0,48.6,20.9,100.0,2020-06-11 15:00:00
28.1,73.86,23.0,0.6,1001.0,48.2,16.9,100.0,2020-06-11 16:00:00
24.7,91.38,23.2,0.5,998.2,38.2,5.4,100.0,2020-06-11 17:00:00
28.1,76.59,23.6,0.3,1001.0,36.0,13.7,100.0,2020-06-11 18:00:00
28.0,73.85,22.9,0.1,1001.0,36.7,13.3,100.0,2020-06-11 19:00:00
27.1,79.27,23.2,0.0,1002.0,37.4,13.0,100.0,2020-06-11 20:00:00
26.1,83.07,23.0,0.0,1003.0,39.2,13.7,100.0,2020-06-11 21:00:00
26.3,82.59,23.1,0.0,1004.0,42.1,15.5,100.0,2020-06-11 22:00:00
25.8,84.56,23.0,0.0,1004.0,42.8,18.7,100.0,2020-06-11 23:00:00
25.7,84.55,22.9,0.0,1003.0,43.2,20.9,98.6,2020-06-12 00:00:00
25.7,84.03,22.8,0.1,1002.0,49.0,22.0,100.0,2020-06-12 01:00:00
25.4,81.98,22.1,0.1,1002.0,50.8,22.7,100.0,2020-06-12 02:00:00
25.3,82.47,22.1,0.2,1001.0,50.8,23.0,100.0,2020-06-12 03:00:00
25.2,82.96,22.1,0.7,1001.0,49.3,22.0,100.0,2020-06-12 04:00:00
25.1,84.48,22.3,1.0,1001.0,48.6,22.0,100.0,2020-06-12 05:00:00
25.2,84.49,22.4,0.7,1002.0,48.6,20.5,100.0,2020-06-12 06:00:00
25.1,85.0,22.4,0.7,1003.0,45.7,19.4,100.0,2020-06-12 07:00:00
25.1,89.22,23.2,1.0,1000.4,46.1,5.4,100.0,2020-06-12 08:00:00
24.4,89.17,22.5,1.8,1004.0,47.5,20.2,100.0,2020-06-12 09:00:00
24.2,90.24,22.5,1.1,1004.0,48.2,19.4,100.0,2020-06-12 10:00:00
25.3,84.5,22.5,0.2,1004.0,47.9,19.1,100.0,2020-06-12 11:00:00
26.8,77.32,22.5,0.1,1004.0,59.4,18.7,100.0,2020-06-12 12:00:00
26.3,80.61,22.7,1.0,1003.0,42.8,18.0,100.0,2020-06-12 13:00:00
28.7,71.33,23.0,0.3,1002.0,40.7,15.5,100.0,2020-06-12 14:00:00
29.7,68.97,23.4,0.2,1002.0,36.0,15.1,100.0,2020-06-12 15:00:00
28.3,79.43,24.4,0.2,1001.0,33.5,13.3,100.0,2020-06-12 16:00:00
30.1,64.61,22.7,0.1,997.8,32.4,1.8,80.0,2020-06-12 17:00:00
28.9,77.17,24.5,0.0,1001.0,31.7,13.7,100.0,2020-06-12 18:00:00
29.1,70.97,23.3,0.0,1001.0,34.6,14.0,100.0,2020-06-12 19:00:00
28.3,71.69,22.7,0.0,1002.0,33.5,13.7,100.0,2020-06-12 20:00:00
28.1,69.93,22.1,0.0,1002.0,33.5,15.1,100.0,2020-06-12 21:00:00
28.5,66.27,21.6,0.0,1003.0,33.8,16.2,100.0,2020-06-12 22:00:00
28.1,64.18,20.7,0.0,1003.0,37.1,16.9,100.0,2020-06-12 23:00:00
27.9,63.75,20.4,0.0,1003.0,40.3,18.0,100.0,2020-06-13 00:00:00
27.7,65.7,20.7,0.0,1003.0,40.7,18.0,100.0,2020-06-13 01:00:00
26.8,69.26,20.7,0.0,1003.0,40.7,17.3,100.0,2020-06-13 02:00:00
26.5,71.81,21.0,0.0,1002.0,38.9,16.6,100.0,2020-06-13 03:00:00
25.7,74.83,20.9,0.0,1002.0,37.1,15.1,100.0,2020-06-13 04:00:00
25.4,76.64,21.0,0.0,1002.0,36.0,14.4,100.0,2020-06-13 05:00:00
25.8,76.24,21.3,0.0,1003.0,32.8,12.2,100.0,2020-06-13 06:00:00
26.1,76.75,21.7,0.0,1003.0,29.5,12.6,100.0,2020-06-13 07:00:00
25.7,82.02,22.4,0.0,1000.4,31.3,1.8,50.0,2020-06-13 08:00:00
27.1,72.8,21.8,0.0,1004.0,38.9,20.9,100.0,2020-06-13 09:00:00
27.4,71.53,21.8,0.0,1004.0,49.0,25.6,100.0,2020-06-13 10:00:00
29.9,60.37,21.4,0.0,1004.0,54.7,22.7,99.9,2020-06-13 11:00:00
31.5,55.09,21.4,0.0,1004.0,54.4,24.1,100.0,2020-06-13 12:00:00
31.7,54.14,21.3,0.0,1003.0,50.8,22.3,98.6,2020-06-13 13:00:00
33.0,50.0,21.2,0.0,1002.0,50.0,20.5,91.1,2020-06-13 14:00:00
33.9,48.12,21.4,0.0,1001.0,46.1,18.4,88.3,2020-06-13 15:00:00
34.0,50.87,22.4,0.0,1000.0,48.6,19.1,99.3,2020-06-13 16:00:00
32.1,65.8,24.9,0.0,999.8,43.2,3.6,100.0,2020-06-13 17:00:00
34.4,46.8,21.4,0.0,1000.0,42.1,13.3,100.0,2020-06-13 18:00:00
34.2,44.5,20.4,0.0,1001.0,38.2,12.2,100.0,2020-06-13 19:00:00
32.3,51.69,21.1,0.0,1002.0,38.9,14.4,83.2,2020-06-13 20:00:00
31.0,55.65,21.1,0.0,1003.0,36.4,16.9,99.4,2020-06-13 21:00:00
30.9,56.31,21.2,0.0,1003.0,37.1,16.2,100.0,2020-06-13 22:00:00
29.4,65.65,22.3,0.0,1004.0,37.4,14.8,99.1,2020-06-13 23:00:00
28.9,67.99,22.4,0.0,1004.0,36.7,14.8,96.2,2020-06-14 00:00:00
28.5,70.01,22.5,0.0,1004.0,34.2,15.5,95.0,2020-06-14 01:00:00
27.4,74.65,22.5,0.0,1004.0,37.4,16.9,96.7,2020-06-14 02:00:00
27.2,75.99,22.6,0.0,1003.0,37.4,15.8,96.7,2020-06-14 03:00:00
26.6,77.29,22.3,0.0,1003.0,34.6,13.3,99.1,2020-06-14 04:00:00
26.8,77.32,22.5,0.0,1003.0,31.3,11.9,98.1,2020-06-14 05:00:00
27.5,76.5,23.0,0.0,1004.0,31.0,11.2,95.5,2020-06-14 06:00:00
27.6,76.51,23.1,0.0,1005.0,31.3,13.0,97.8,2020-06-14 07:00:00
27.4,81.24,23.9,0.0,1002.1,36.4,3.6,100.0,2020-06-14 08:00:00
28.7,70.04,22.7,0.0,1006.0,50.0,24.1,97.4,2020-06-14 09:00:00
28.7,70.04,22.7,0.0,1006.0,51.5,24.5,100.0,2020-06-14 10:00:00
30.6,63.93,23.0,0.0,1005.0,51.1,22.0,100.0,2020-06-14 11:00:00
31.8,58.28,22.6,0.0,1005.0,48.2,22.0,100.0,2020-06-14 12:00:00
31.6,59.3,22.7,0.0,1004.0,49.0,22.0,99.9,2020-06-14 13:00:00
33.5,53.6,22.8,0.0,1003.0,50.0,20.5,99.8,2020-06-14 14:00:00
34.0,52.75,23.0,0.0,1003.0,49.7,20.2,100.0,2020-06-14 15:00:00
34.4,50.97,22.8,0.0,1001.0,49.3,18.7,100.0,2020-06-14 16:00:00
30.6,76.06,25.9,0.0,997.4,40.3,3.6,80.0,2020-06-14 17:00:00
34.8,48.06,22.2,0.0,1001.0,37.1,12.2,100.0,2020-06-14 18:00:00
35.3,46.75,22.2,0.0,1002.0,28.4,7.9,100.0,2020-06-14 19:00:00
33.4,54.22,22.9,0.0,1003.0,22.3,7.6,100.0,2020-06-14 20:00:00
32.0,58.32,22.8,0.0,1004.0,26.6,10.1,100.0,2020-06-14 21:00:00
31.7,57.55,22.3,0.0,1005.0,31.3,10.8,100.0,2020-06-14 22:00:00
30.3,63.87,22.7,0.0,1005.0,32.4,12.2,100.0,2020-06-14 23:00:00
30.0,64.98,22.7,0.0,1005.0,32.4,15.5,99.0,2020-06-15 00:00:00
29.6,67.3,22.9,0.0,1005.0,37.1,16.9,99.0,2020-06-15 01:00:00
28.3,69.97,22.3,0.0,1004.0,38.9,17.6,100.0,2020-06-15 02:00:00
27.9,73.38,22.7,0.0,1004.0,38.9,17.6,100.0,2020-06-15 03:00:00
27.6,71.57,22.0,0.0,1004.0,38.5,16.6,99.8,2020-06-15 04:00:00
27.4,73.3,22.2,0.0,1004.0,39.6,18.0,97.0,2020-06-15 05:00:00
27.9,73.38,22.7,0.0,1004.0,40.7,18.4,97.8,2020-06-15 06:00:00
27.7,74.7,22.8,0.0,1005.0,41.0,18.4,97.6,2020-06-15 07:00:00
27.1,84.19,24.2,0.0,1001.3,41.0,3.6,50.0,2020-06-15 08:00:00
28.4,72.58,23.0,0.0,1006.0,51.1,23.4,99.8,2020-06-15 09:00:00
28.7,71.33,23.0,0.0,1005.0,54.7,25.2,100.0,2020-06-15 10:00:00
30.7,64.34,23.2,0.0,1005.0,53.6,24.1,100.0,2020-06-15 11:00:00
32.1,56.26,22.3,0.0,1005.0,49.3,23.8,100.0,2020-06-15 12:00:00
32.2,55.94,22.3,0.0,1004.0,51.1,22.7,100.0,2020-06-15 13:00:00
34.0,49.95,22.1,0.0,1003.0,49.7,22.3,100.0,2020-06-15 14:00:00
34.1,47.59,21.4,0.0,1002.0,47.9,22.7,100.0,2020-06-15 15:00:00
33.9,50.53,22.2,0.0,1001.0,47.2,18.7,100.0,2020-06-15 16:00:00
34.1,51.23,22.7,0.0,997.0,45.7,7.6,50.0,2020-06-15 17:00:00
34.3,48.52,21.9,0.0,1001.0,41.8,12.6,99.8,2020-06-15 18:00:00
34.3,47.64,21.6,0.0,1001.0,34.2,12.6,100.0,2020-06-15 19:00:00
32.8,53.1,22.0,0.0,1003.0,32.0,13.7,100.0,2020-06-15 20:00:00
31.8,57.22,22.3,0.0,1003.0,32.0,14.0,100.0,2020-06-15 21:00:00
31.6,57.18,22.1,0.0,1004.0,32.8,15.1,98.6,2020-06-15 22:00:00
30.3,63.48,22.6,0.0,1005.0,35.6,16.9,98.3,2020-06-15 23:00:00
29.9,64.56,22.5,0.0,1005.0,37.4,18.4,99.1,2020-06-16 00:00:00
29.5,66.07,22.5,0.0,1004.0,40.7,18.0,99.8,2020-06-16 01:00:00
28.3,69.97,22.3,0.0,1004.0,40.0,17.6,100.0,2020-06-16 02:00:00
27.9,72.5,22.5,0.0,1003.0,39.6,17.6,100.0,2020-06-16 03:00:00
27.4,74.2,22.4,0.0,1003.0,38.9,16.6,99.5,2020-06-16 04:00:00
27.3,75.54,22.6,0.0,1003.0,38.5,15.8,99.3,2020-06-16 05:00:00
27.9,74.28,22.9,0.0,1003.0,36.0,15.1,99.9,2020-06-16 06:00:00
27.8,74.71,22.9,0.0,1004.0,34.9,15.1,100.0,2020-06-16 07:00:00
27.4,81.24,23.9,0.0,1000.8,35.6,1.8,50.0,2020-06-16 08:00:00
28.8,71.35,23.1,0.0,1005.0,41.8,18.7,100.0,2020-06-16 09:00:00
29.3,69.31,23.1,0.0,1005.0,53.6,24.5,100.0,2020-06-16 10:00:00
30.9,62.84,23.0,0.0,1004.0,53.3,21.2,100.0,2020-06-16 11:00:00
32.2,56.63,22.5,0.0,1004.0,51.8,22.0,100.0,2020-06-16 12:00:00
32.2,56.28,22.4,0.0,1003.0,53.6,21.2,100.0,2020-06-16 13:00:00
33.4,55.22,23.2,0.0,1002.0,54.4,20.2,100.0,2020-06-16 14:00:00
34.0,54.37,23.5,0.0,1001.0,52.2,18.7,100.0,2020-06-16 15:00:00
34.5,56.15,24.5,0.0,1000.0,49.7,16.9,100.0,2020-06-16 16:00:00
33.6,55.27,23.4,0.0,996.0,47.5,3.6,50.0,2020-06-16 17:00:00
32.7,60.64,24.1,0.7,1001.0,46.1,12.2,100.0,2020-06-16 18:00:00
32.7,56.4,22.9,0.1,1002.0,31.0,9.4,100.0,2020-06-16 19:00:00
31.6,60.39,23.0,0.0,1003.0,24.8,8.3,100.0,2020-06-16 20:00:00
30.3,62.71,22.4,0.1,1004.0,33.5,7.2,99.2,2020-06-16 21:00:00
30.3,61.2,22.0,0.0,1004.0,32.4,8.3,100.0,2020-06-16 22:00:00
29.4,61.76,21.3,0.0,1005.0,22.0,10.8,99.8,2020-06-16 23:00:00
29.5,61.03,21.2,0.0,1005.0,25.9,13.0,99.8,2020-06-17 00:00:00
29.4,61.38,21.2,0.0,1004.0,32.8,15.1,100.0,2020-06-17 01:00:00
28.7,64.31,21.3,0.0,1004.0,34.2,15.5,100.0,2020-06-17 02:00:00
28.1,67.0,21.4,0.0,1004.0,33.8,15.1,99.1,2020-06-17 03:00:00
27.4,72.85,22.1,0.0,1003.0,33.8,12.2,99.3,2020-06-17 04:00:00
27.4,73.75,22.3,0.0,1003.0,33.8,13.0,100.0,2020-06-17 05:00:00
27.5,76.04,22.9,0.0,1004.0,33.1,13.7,100.0,2020-06-17 06:00:00
27.4,76.95,23.0,0.0,1004.0,33.1,14.4,100.0,2020-06-17 07:00:00
27.7,79.83,23.9,0.0,1000.8,34.6,1.8,50.0,2020-06-17 08:00:00
28.6,73.06,23.3,0.0,1005.0,43.9,18.4,100.0,2020-06-17 09:00:00
29.0,70.95,23.2,0.0,1005.0,51.1,23.4,100.0,2020-06-17 10:00:00
30.7,62.42,22.7,0.0,1005.0,50.8,23.0,100.0,2020-06-17 11:00:00
32.0,55.89,22.1,0.0,1005.0,51.1,23.4,100.0,2020-06-17 12:00:00
32.1,54.9,21.9,0.0,1004.0,49.3,22.0,100.0,2020-06-17 13:00:00
33.6,48.34,21.2,0.0,1003.0,47.5,22.0,100.0,2020-06-17 14:00:00
34.4,45.95,21.1,0.0,1003.0,47.5,20.9,100.0,2020-06-17 15:00:00
31.7,60.05,23.0,0.0,1002.0,45.4,18.0,100.0,2020-06-17 16:00:00
33.7,52.68,22.7,0.0,998.0,40.7,3.6,80.0,2020-06-17 17:00:00
31.5,62.6,23.5,0.0,1003.0,35.6,10.8,100.0,2020-06-17 18:00:00
31.7,61.52,23.4,0.0,1003.0,30.6,8.3,100.0,2020-06-17 19:00:00
31.1,63.65,23.4,0.0,1004.0,25.9,4.7,100.0,2020-06-17 20:00:00
30.4,65.46,23.2,0.0,1005.0,22.7,5.8,100.0,2020-06-17 21:00:00
30.4,62.36,22.4,0.0,1006.0,24.5,7.9,99.1,2020-06-17 22:00:00
28.7,68.36,22.3,0.0,1007.0,27.4,10.1,94.6,2020-06-17 23:00:00
